Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
all	Eng	O	28.4957045692	15.1279488924	-0.79995173979	27.6957528294
we	Eng	O	23.8516631334	1.55119722421	-0.79995173979	23.0517113936
ate	Eng	O	17.7463194006	10.987380416	-0.79995173979	16.9463676608
for	Eng	O	28.3647832078	11.7395374159	-0.79995173979	27.564831468
a	Eng	O	17.3258830744	14.3289979261	-0.79995173979	16.5259313346
while	Eng	O	33.9521608826	-0.376993469465	-0.79995173979	33.1522091429
was	Eng	O	30.4398684094	2.22617710082	-0.79995173979	29.6399166696
hot	Eng	O	20.7872240915	11.5618692035	-0.79995173979	19.9872723517
dogs	Eng	O	24.7184428	5.91061074591	-0.79995173979	23.9184910603
?	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
Les	Spn	O	16.4613284995	19.7245489957	-2.37949418743	17.3450548082
dicen	Spn	O	5.95325145112	25.7472927819	-1.00696879935	24.7403239825
“	Spn	O	-6.51619307604	-6.51619307604	-1.00696879935	-7.52316187539
panchos	Spn	O	8.91674284123	19.5500036246	-1.00696879935	18.5430348252
